0.186398,1024,128,4,2,2
0.310536,1024,8,2,2,2
0.071263,1024,64,32,8,8
0.189012,1024,128,1024,16,4
0.113555,1024,64,8,2,2
0.070265,1024,32,32,16,8
0.117105,1024,512,128,2,2
0.174984,1024,16,4,2,2
0.0526377,1024,2,128,2,2
0.111741,1024,128,128,32,32
0.052103,1024,2,32,16,16
0.133026,1024,256,8,2,2
0.185704,1024,128,4,2,2
0.0535873,1024,64,1024,32,32
0.30157,1024,1024,4,4,4
0.0629653,1024,4,64,16,16
0.0642733,1024,128,256,4,2
0.0630253,1024,128,16,16,2
0.0652857,1024,4,8,8,2
0.0446267,1024,2,512,256,16
0.292998,1024,1024,128,32,16
0.121589,1024,128,4,4,4
0.127495,1024,512,32,16,4
0.310896,1024,16,2,2,2
0.059625,1024,32,256,2,2
0.0650103,1024,256,64,16,2
0.0402737,1024,4,256,32,2
0.177167,1024,32,4,2,2
0.07201,1024,256,64,4,2
0.174959,1024,16,4,2,2
0.071071,1024,32,16,16,4
0.322074,1024,128,2,2,2
0.233535,1024,512,1024,256,64
0.0668027,1024,32,16,8,8
0.281526,1024,1024,8,8,4
0.0425743,1024,64,1024,32,4
0.065012,1024,8,8,8,4
0.047251,1024,64,32,16,16
0.202598,1024,512,1024,16,8
0.0767363,1024,2,8,8,4
0.173549,1024,4,4,2,2
0.0795797,1024,2,128,8,2
0.0940993,1024,64,512,4,2
0.0588613,1024,32,256,128,8
0.067573,1024,128,8,8,2
0.182873,1024,512,4,4,4
0.0835057,1024,2,16,8,4
0.299565,1024,1024,4,4,2
0.082765,1024,16,16,2,2
0.0618497,1024,128,128,8,2
0.0599513,1024,32,128,8,2
0.0875537,1024,64,128,4,2
0.0569827,1024,8,512,4,4
0.319607,1024,128,2,2,2
0.0857423,1024,4,16,2,2
0.270102,1024,1024,1024,4,2
0.308819,1024,4,2,2,2
0.339222,1024,256,2,2,2
0.066788,1024,32,8,8,8
0.0725807,1024,2,32,8,2
0.073206,1024,2,64,16,8
0.0710013,1024,2,8,8,8
0.084056,1024,2,32,2,2
0.25228,1024,1024,128,64,4
0.0486103,1024,32,1024,1024,16
0.069055,1024,2,64,32,8
0.0682467,1024,32,16,4,4
0.0747317,1024,32,16,4,2
0.2852,1024,1024,32,8,4
0.17316,1024,32,4,2,2
0.303674,1024,1024,8,2,2
0.094574,1024,128,512,4,2
0.0835003,1024,16,16,2,2
0.079172,1024,256,128,8,2
0.096838,1024,128,512,512,8
0.0555633,1024,16,16,16,4
0.052708,1024,8,128,4,2
0.107414,1024,64,512,128,32
0.0653333,1024,2,32,4,2
0.151151,1024,512,256,8,8
0.0755963,1024,8,32,8,4
0.305069,1024,1024,8,2,2
0.0762597,1024,4,256,8,4
0.0456903,1024,64,32,32,8
0.0731043,1024,256,32,32,32
0.0459233,1024,64,1024,16,16
0.0800983,1024,2,512,64,64
0.103285,1024,256,512,16,16
0.0510373,1024,32,1024,2,2
0.0728193,1024,4,1024,128,64
0.312433,1024,8,2,2,2
0.0480797,1024,4,1024,2,2
0.0786137,1024,256,256,8,2
0.0588177,1024,32,256,128,4
0.157081,1024,512,8,4,2
0.0719373,1024,128,32,4,2
0.257911,1024,1024,128,32,8
0.309014,1024,4,2,2,2
0.110355,1024,256,8,4,2
0.310265,1024,8,2,2,2
0.25046,1024,1024,1024,32,2
0.0542917,1024,2,16,16,2
0.32458,1024,128,2,2,2
0.3205,1024,128,2,2,2
0.255108,1024,1024,256,128,16
0.118485,1024,16,512,512,64
0.0654387,1024,16,256,128,32
0.0437567,1024,4,1024,2,2
0.121677,1024,512,64,2,2
0.137206,1024,256,4,4,2
0.257597,1024,1024,256,256,4
0.044114,1024,8,32,16,16
0.058993,1024,8,8,8,8
0.0892543,1024,256,64,64,64
0.260999,1024,4,256,256,256
0.333857,1024,256,2,2,2
0.178768,1024,64,4,2,2
0.0714537,1024,4,1024,128,64
0.0493473,1024,2,512,2,2
0.0718203,1024,8,1024,256,64
0.109854,1024,32,128,64,64
0.0834077,1024,256,32,32,4
0.0593023,1024,2,128,4,2
0.040124,1024,16,1024,32,4
0.108283,1024,32,4,4,4
0.256357,1024,1024,512,16,8
0.0741047,1024,8,8,4,4
0.0700707,1024,16,32,4,4
0.0646777,1024,16,16,8,8
0.27804,1024,1024,256,8,8
0.518931,1024,1024,2,2,2
0.067245,1024,128,64,4,4
0.0829143,1024,16,16,2,2
0.0518957,1024,2,512,256,32
0.316178,1024,64,2,2,2
0.104169,1024,4,4,4,4
0.068896,1024,16,32,4,4
0.149985,1024,512,16,4,2
0.230329,1024,1024,1024,2,2
0.059192,1024,16,256,32,4
0.0405187,1024,2,128,32,2
0.068374,1024,4,8,8,4
0.309874,1024,4,2,2,2
0.310713,1024,32,2,2,2
0.0449253,1024,2,16,16,8
0.0440763,1024,16,32,32,8
0.110465,1024,32,8,2,2
0.0725523,1024,32,16,8,2
0.21786,1024,512,1024,8,2
0.05086,1024,4,512,32,32
0.066342,1024,8,32,2,2
0.060174,1024,64,256,16,2
0.183721,1024,512,4,4,4
0.551394,1024,256,1024,512,512
0.0462057,1024,2,32,16,8
0.0871077,1024,4,128,8,8
0.151417,1024,4,1024,1024,128
0.049586,1024,128,32,32,32
0.202585,1024,512,1024,16,4
0.203686,1024,512,1024,128,8
0.0698983,1024,16,256,256,32
0.0631403,1024,4,64,2,2
0.311733,1024,32,2,2,2
0.10732,1024,32,4,4,4
0.064606,1024,16,8,8,2
0.0684847,1024,128,64,32,8
0.049482,1024,4,256,2,2
0.067495,1024,128,64,4,2
0.292317,1024,1024,8,4,4
0.062971,1024,32,256,64,16
0.173098,1024,8,4,2,2
0.108845,1024,8,4,4,2
0.309713,1024,2,2,2,2
0.322929,1024,128,2,2,2
0.225078,1024,1024,64,2,2
0.150019,1024,512,16,4,2
0.310272,1024,4,2,2,2
0.316432,1024,64,2,2,2
0.0703303,1024,8,16,8,2
0.0646533,1024,256,128,32,4
0.511914,1024,1024,2,2,2
0.39882,1024,512,2,2,2
0.203412,1024,128,1024,8,4
0.288184,1024,256,1024,256,128
0.13302,1024,256,4,4,2
0.0572023,1024,32,64,2,2
0.124241,1024,512,32,16,2
0.12331,1024,512,256,16,2
0.313714,1024,64,2,2,2
0.094678,1024,8,256,128,64
0.0414127,1024,32,1024,32,4
0.0737583,1024,64,256,8,8
0.170769,1024,8,4,2,2
0.061212,1024,8,8,8,2
0.057502,1024,16,64,2,2
0.0581237,1024,2,16,16,2
0.1892,1024,256,1024,512,2
0.0729763,1024,256,128,8,8
0.071779,1024,8,64,4,4
0.0558903,1024,4,16,16,2
0.0961983,1024,128,512,128,2
0.038433,1024,8,32,32,2
0.0630203,1024,4,8,8,8
0.079324,1024,2,128,8,2
0.056145,1024,32,64,2,2
0.0738457,1024,16,1024,1024,64
0.0654123,1024,4,16,8,8
0.0857603,1024,4,16,2,2
0.0626707,1024,64,256,4,4
0.254882,1024,1024,64,64,4
0.319338,1024,128,2,2,2
0.052089,1024,4,512,512,32
0.174774,1024,4,4,2,2
0.0864957,1024,2,32,2,2
1.15711,1024,32,1024,1024,1024
0.227502,1024,1024,512,256,2
0.241464,1024,1024,16,16,2
0.070647,1024,4,64,2,2
0.0622167,1024,8,8,8,2
0.064015,1024,4,8,8,8
0.0863397,1024,128,16,4,4
0.158594,1024,16,256,128,128
0.0769133,1024,256,128,8,2
0.0680917,1024,128,32,2,2
0.151451,1024,512,64,8,2
0.396822,1024,512,2,2,2
0.176454,1024,2,4,2,2
0.089771,1024,128,16,4,2
0.092365,1024,16,512,4,4
0.308901,1024,2,2,2,2
0.0561957,1024,4,512,4,4
0.371177,1024,1024,4,2,2
0.260463,1024,1024,32,16,8
0.27893,1024,1024,8,8,4
0.044967,1024,2,16,16,16
0.042798,1024,32,1024,1024,4
0.0806467,1024,32,8,4,2
0.238906,1024,1024,64,2,2
0.0678127,1024,32,16,16,8
0.0526087,1024,16,16,16,8
0.045855,1024,32,32,32,32
0.16067,1024,512,16,2,2
0.0677217,1024,32,16,16,8
0.062875,1024,64,64,4,4
0.0782067,1024,2,256,8,4
0.512745,1024,1024,2,2,2
0.04022,1024,4,256,64,4
0.174681,1024,8,4,2,2
0.371219,1024,1024,4,2,2
0.0792817,1024,2,64,8,4
0.040621,1024,4,1024,128,4
0.124721,1024,512,32,4,2
0.0606017,1024,8,256,2,2
0.0862017,1024,2,128,16,8
0.106536,1024,256,16,2,2
0.076314,1024,4,256,64,64
0.233009,1024,512,1024,64,64
0.058485,1024,4,64,4,4
0.075105,1024,128,8,8,4
