42.241,128,32,32,2,64,8,8,16384
1.37426,32,8,32,32,4,16,16,1024
0.271837,16,8,4,8,16,4,16,256
1.00064,16,2,4,16,4,4,4,256
8.69304,64,8,2,4,4,8,32,4096
1.0067,16,2,8,16,8,2,2,256
0.564833,16,4,16,4,4,4,16,256
0.999006,16,2,8,8,8,2,4,256
47.815,128,64,2,64,4,8,64,16384
7.75993,64,32,2,8,4,32,16,4096
0.308002,16,8,16,4,8,8,4,256
4.37029,32,2,32,4,8,32,8,1024
12.9711,64,4,2,16,64,16,64,4096
7.64979,64,32,4,2,4,8,4,4096
8.67106,64,16,2,64,16,32,8,4096
1.35715,32,8,4,16,4,4,2,1024
1.37373,32,8,32,2,2,2,2,1024
43.3905,128,32,8,16,2,32,8,16384
39.4935,128,16,64,16,64,4,128,16384
40.8722,128,64,4,2,8,16,2,16384
1.00245,16,2,4,2,16,4,16,256
72.4268,128,4,2,32,32,8,2,16384
4.34689,32,2,4,8,16,4,2,1024
0.991979,16,2,16,8,2,8,2,256
2.55426,32,4,16,32,32,2,4,1024
1.36799,32,8,16,4,16,32,8,1024
0.284183,16,8,16,4,8,16,16,256
7.65991,64,32,16,16,32,8,4,4096
0.976521,16,2,2,2,4,16,16,256
8.3695,64,16,16,64,8,16,4,4096
7.66934,64,32,32,2,4,16,2,4096
13.9057,64,4,64,2,2,64,8,4096
43.2065,128,32,128,32,8,4,128,16384
8.93488,64,8,8,16,2,64,4,4096
40.9585,128,16,2,128,16,8,8,16384
4.31731,32,2,16,4,8,2,4,1024
1.32826,32,16,8,4,2,4,16,1024
1.00574,16,2,16,4,4,4,8,256
1.35772,32,8,32,16,8,2,32,1024
9.09714,64,16,32,4,4,32,8,4096
71.6017,128,4,128,8,64,32,2,16384
1.35978,32,16,4,2,2,16,16,1024
23.7289,64,2,4,16,4,64,32,4096
1.39302,32,16,32,2,2,8,2,1024
71.1798,128,4,4,64,64,2,32,16384
9.12867,64,16,2,64,32,4,64,4096
8.93283,64,16,32,64,4,8,8,4096
0.535513,16,4,8,8,2,4,16,256
2.54653,32,4,2,8,32,8,32,1024
8.97402,64,16,2,64,8,32,32,4096
8.91686,64,16,32,2,2,32,64,4096
46.1995,128,8,4,4,32,64,2,16384
12.9742,64,4,32,2,32,32,16,4096
1.00461,16,2,4,16,4,16,4,256
8.09296,64,8,8,4,32,4,32,4096
2.55831,32,4,16,32,16,16,4,1024
1.3631,32,8,4,8,32,8,4,1024
1.36962,32,8,2,4,8,2,8,1024
41.313,128,64,128,8,4,128,4,16384
8.41313,64,16,8,8,32,8,2,4096
1.36817,32,8,8,2,8,4,2,1024
0.533249,16,4,2,2,4,2,16,256
47.8211,128,16,4,4,128,64,8,16384
0.261987,16,8,2,2,4,4,16,256
1.35653,32,16,4,32,32,2,32,1024
128.633,128,2,8,16,4,16,32,16384
0.276188,16,8,8,8,8,16,4,256
0.990727,16,2,8,8,4,4,2,256
1.35945,32,16,8,32,8,8,32,1024
7.65109,64,32,16,8,8,16,4,4096
8.46225,64,8,32,4,4,64,64,4096
0.276562,16,8,4,16,4,4,16,256
2.5513,32,4,2,8,8,4,8,1024
46.8051,128,8,128,2,64,32,4,16384
2.54191,32,4,8,16,2,8,32,1024
2.55861,32,4,8,32,4,2,16,1024
1.39077,32,8,4,4,2,32,2,1024
8.04878,64,32,4,32,4,8,16,4096
1.36143,32,16,32,32,2,8,16,1024
1.38258,32,8,32,16,32,32,16,1024
0.263329,16,8,2,2,2,4,8,256
2.56237,32,4,4,16,32,32,16,1024
7.68819,64,32,4,2,2,32,64,4096
1.37406,32,16,4,32,2,4,4,1024
8.72365,64,16,32,2,2,4,32,4096
8.45069,64,16,32,2,4,2,8,4096
71.3941,128,4,8,32,4,32,128,16384
2.56514,32,4,4,2,8,32,2,1024
0.284728,16,8,16,16,8,2,4,256
0.281819,16,8,16,8,2,16,2,256
7.62525,64,32,8,32,32,32,2,4096
0.526569,16,4,2,4,16,16,16,256
1.0055,16,2,16,2,2,2,4,256
8.70572,64,8,8,2,32,4,4,4096
2.56555,32,4,16,4,32,32,16,1024
1.37581,32,8,8,32,16,16,8,1024
4.35819,32,2,16,32,32,16,16,1024
1.00663,16,2,16,2,16,16,16,256
0.29259,16,8,4,4,8,16,2,256
23.0714,64,2,64,4,8,2,32,4096
8.78604,64,16,2,2,2,16,4,4096
8.34302,64,8,2,2,32,4,8,4096
0.283044,16,8,16,4,16,16,2,256
130.933,128,2,64,4,128,64,2,16384
1.33402,32,16,4,16,32,4,32,1024
9.4038,64,8,32,4,16,8,8,4096
0.266477,16,8,2,16,16,2,8,256
1.00116,16,2,4,2,2,4,16,256
1.39615,32,8,16,32,16,32,16,1024
46.3104,128,8,16,4,64,16,8,16384
78.6157,128,4,4,4,4,2,16,16384
8.80922,64,16,4,4,4,64,64,4096
8.11494,64,32,64,4,16,4,64,4096
4.3461,32,2,32,32,4,8,2,1024
40.2641,128,64,64,32,8,16,32,16384
1.0055,16,2,8,2,16,16,2,256
0.559605,16,4,16,4,8,2,4,256
24.9207,64,2,8,32,2,32,32,4096
71.3066,128,4,4,16,32,2,32,16384
0.275322,16,8,8,8,4,8,16,256
1.01015,16,2,16,16,16,16,4,256
4.33446,32,2,16,4,4,2,2,1024
1.32499,32,16,2,8,32,16,8,1024
7.68936,64,32,8,4,8,64,2,4096
48.4772,128,8,4,128,2,32,2,16384
0.29152,16,8,8,8,2,8,4,256
8.80518,64,16,2,16,4,8,2,4096
70.9682,128,4,16,128,64,8,4,16384
0.278746,16,8,8,4,4,8,8,256
22.1494,64,2,2,8,8,16,8,4096
21.6653,64,2,32,2,16,32,4,4096
70.2284,128,4,64,64,16,32,32,16384
0.259344,16,8,2,8,2,2,8,256
48.0897,128,16,2,8,2,64,128,16384
72.2877,128,4,2,32,64,32,4,16384
129.901,128,2,8,4,128,32,16,16384
8.39094,64,8,64,16,16,64,8,4096
8.68167,64,16,4,32,64,8,16,4096
13.0274,64,4,32,64,2,64,4,4096
1.00653,16,2,8,2,8,16,2,256
0.515377,16,4,2,8,16,4,8,256
22.2075,64,2,64,4,8,4,2,4096
39.2067,128,8,128,32,16,64,32,16384
39.0227,128,8,128,16,2,64,128,16384
2.54604,32,4,4,8,32,16,4,1024
0.537904,16,4,8,8,4,16,16,256
1.36728,32,8,32,4,4,16,32,1024
41.0305,128,64,128,16,8,2,8,16384
7.70847,64,32,64,32,2,64,4,4096
127.922,128,2,32,128,16,128,2,16384
40.1729,128,64,64,8,64,32,8,16384
8.51473,64,8,2,64,16,64,16,4096
4.36733,32,2,32,2,16,32,32,1024
2.5195,32,4,32,8,16,4,8,1024
21.6682,64,2,64,2,8,32,2,4096
0.285375,16,8,16,16,16,2,4,256
1.34255,32,16,8,8,4,2,4,1024
39.3224,128,16,16,16,2,16,32,16384
0.277843,16,8,8,8,16,4,8,256
0.280896,16,8,8,16,16,4,4,256
0.996453,16,2,4,8,8,2,16,256
0.997429,16,2,4,4,2,2,16,256
2.54992,32,4,8,16,16,32,4,1024
8.62036,64,16,16,8,4,4,64,4096
0.260906,16,8,2,4,4,8,4,256
2.5324,32,4,2,2,4,4,2,1024
1.3932,32,16,8,2,4,16,8,1024
0.546641,16,4,16,2,8,16,4,256
22.0094,64,2,16,2,32,4,32,4096
130.087,128,2,2,8,32,128,32,16384
0.517164,16,4,2,2,4,4,4,256
12.9578,64,4,64,16,16,32,2,4096
0.272934,16,8,4,4,16,2,8,256
137.111,128,2,16,4,2,2,4,16384
7.72416,64,32,32,64,32,64,4,4096
47.4999,128,16,8,2,8,2,128,16384
